date,year,month,day,store,eff_year,eff_month,eff_day,eff_store,lambda,clients
2024-05-25,2024,Mayo,Sábado,Palermo,1500,2500,1000,1000,6000,5993
2024-05-25,2024,Mayo,Sábado,Santa Ana,1500,2500,1000,5000,10000,9920
2024-05-26,2024,Mayo,Domingo,Córdoba,1500,2500,1000,3000,8000,8055
2024-05-26,2024,Mayo,Domingo,La Floresta,1500,2500,1000,2000,7000,7080
2024-05-26,2024,Mayo,Domingo,Los Cedros,1500,2500,1000,3000,8000,7930
2024-05-26,2024,Mayo,Domingo,Palermo,1500,2500,1000,1000,6000,5934
2024-05-26,2024,Mayo,Domingo,Santa Ana,1500,2500,1000,5000,10000,9957
2024-05-27,2024,Mayo,Lunes,Córdoba,1500,2500,2000,3000,9000,9095
2024-05-27,2024,Mayo,Lunes,La Floresta,1500,2500,2000,2000,8000,7991
2024-05-27,2024,Mayo,Lunes,Los Cedros,1500,2500,2000,3000,9000,8926
2024-05-27,2024,Mayo,Lunes,Palermo,1500,2500,2000,1000,7000,7113
2024-05-27,2024,Mayo,Lunes,Santa Ana,1500,2500,2000,5000,11000,11070
2024-05-28,2024,Mayo,Martes,Córdoba,1500,2500,3000,3000,10000,10046
2024-05-28,2024,Mayo,Martes,La Floresta,1500,2500,3000,2000,9000,8878
2024-05-28,2024,Mayo,Martes,Los Cedros,1500,2500,3000,3000,10000,10084
2024-05-28,2024,Mayo,Martes,Palermo,1500,2500,3000,1000,8000,8005
2024-05-28,2024,Mayo,Martes,Santa Ana,1500,2500,3000,5000,12000,12113
2024-05-29,2024,Mayo,Miércoles,Córdoba,1500,2500,3500,3000,10500,10297
2024-05-29,2024,Mayo,Miércoles,La Floresta,1500,2500,3500,2000,9500,9578
2024-05-29,2024,Mayo,Miércoles,Los Cedros,1500,2500,3500,3000,10500,10502
2024-05-29,2024,Mayo,Miércoles,Palermo,1500,2500,3500,1000,8500,8556
2024-05-29,2024,Mayo,Miércoles,Santa Ana,1500,2500,3500,5000,12500,12473
2024-05-30,2024,Mayo,Jueves,Córdoba,1500,2500,3000,3000,10000,9957
2024-05-30,2024,Mayo,Jueves,La Floresta,1500,2500,3000,2000,9000,9050
2024-05-30,2024,Mayo,Jueves,Los Cedros,1500,2500,3000,3000,10000,10007
2024-05-30,2024,Mayo,Jueves,Palermo,1500,2500,3000,1000,8000,7947
2024-05-30,2024,Mayo,Jueves,Santa Ana,1500,2500,3000,5000,12000,12004
2024-05-31,2024,Mayo,Viernes,Córdoba,1500,2500,2000,3000,9000,9007
2024-05-31,2024,Mayo,Viernes,La Floresta,1500,2500,2000,2000,8000,8059
2024-05-31,2024,Mayo,Viernes,Los Cedros,1500,2500,2000,3000,9000,8963
2024-05-31,2024,Mayo,Viernes,Palermo,1500,2500,2000,1000,7000,7046
2024-05-31,2024,Mayo,Viernes,Santa Ana,1500,2500,2000,5000,11000,11061
2024-06-01,2024,Junio,Sábado,Córdoba,1500,2500,1000,3000,8000,7993
2024-06-01,2024,Junio,Sábado,La Floresta,1500,2500,1000,2000,7000,6959
2024-06-01,2024,Junio,Sábado,Los Cedros,1500,2500,1000,3000,8000,8012
2024-06-01,2024,Junio,Sábado,Palermo,1500,2500,1000,1000,6000,6102
2024-06-01,2024,Junio,Sábado,Santa Ana,1500,2500,1000,5000,10000,10050
2024-06-02,2024,Junio,Domingo,Córdoba,1500,2500,1000,3000,8000,7864
2024-06-02,2024,Junio,Domingo,La Floresta,1500,2500,1000,2000,7000,6942
2024-06-02,2024,Junio,Domingo,Los Cedros,1500,2500,1000,3000,8000,7990
2024-06-02,2024,Junio,Domingo,Palermo,1500,2500,1000,1000,6000,6160
2024-06-02,2024,Junio,Domingo,Santa Ana,1500,2500,1000,5000,10000,9965
2024-06-03,2024,Junio,Lunes,Córdoba,1500,2500,2000,3000,9000,9048
2024-06-03,2024,Junio,Lunes,La Floresta,1500,2500,2000,2000,8000,8014
2024-06-03,2024,Junio,Lunes,Los Cedros,1500,2500,2000,3000,9000,9027
2024-06-03,2024,Junio,Lunes,Palermo,1500,2500,2000,1000,7000,7035
2024-06-03,2024,Junio,Lunes,Santa Ana,1500,2500,2000,5000,11000,11024
2024-06-04,2024,Junio,Martes,Córdoba,1500,2500,3000,3000,10000,9890
2024-06-04,2024,Junio,Martes,La Floresta,1500,2500,3000,2000,9000,8876
2024-06-04,2024,Junio,Martes,Los Cedros,1500,2500,3000,3000,10000,10039
2024-06-04,2024,Junio,Martes,Palermo,1500,2500,3000,1000,8000,7878
2024-06-04,2024,Junio,Martes,Santa Ana,1500,2500,3000,5000,12000,12116
2024-06-05,2024,Junio,Miércoles,Córdoba,1500,2500,3500,3000,10500,10426
2024-06-05,2024,Junio,Miércoles,La Floresta,1500,2500,3500,2000,9500,9562
2024-06-05,2024,Junio,Miércoles,Los Cedros,1500,2500,3500,3000,10500,10443
2024-06-05,2024,Junio,Miércoles,Palermo,1500,2500,3500,1000,8500,8498
2024-06-05,2024,Junio,Miércoles,Santa Ana,1500,2500,3500,5000,12500,12534
2024-06-06,2024,Junio,Jueves,Córdoba,1500,2500,3000,3000,10000,10110
2024-06-06,2024,Junio,Jueves,La Floresta,1500,2500,3000,2000,9000,9005
2024-06-06,2024,Junio,Jueves,Los Cedros,1500,2500,3000,3000,10000,9861
2024-06-06,2024,Junio,Jueves,Palermo,1500,2500,3000,1000,8000,8007
2024-06-06,2024,Junio,Jueves,Santa Ana,1500,2500,3000,5000,12000,12125
2024-06-07,2024,Junio,Viernes,Córdoba,1500,2500,2000,3000,9000,9252
2024-06-07,2024,Junio,Viernes,La Floresta,1500,2500,2000,2000,8000,7991
2024-06-07,2024,Junio,Viernes,Los Cedros,1500,2500,2000,3000,9000,9037
2024-06-07,2024,Junio,Viernes,Palermo,1500,2500,2000,1000,7000,6948
2024-06-07,2024,Junio,Viernes,Santa Ana,1500,2500,2000,5000,11000,10869
2024-06-08,2024,Junio,Sábado,Córdoba,1500,2500,1000,3000,8000,7991
2024-06-08,2024,Junio,Sábado,La Floresta,1500,2500,1000,2000,7000,6940
2024-06-08,2024,Junio,Sábado,Los Cedros,1500,2500,1000,3000,8000,8084
2024-06-08,2024,Junio,Sábado,Palermo,1500,2500,1000,1000,6000,6100
2024-06-08,2024,Junio,Sábado,Santa Ana,1500,2500,1000,5000,10000,10008
2024-06-09,2024,Junio,Domingo,Córdoba,1500,2500,1000,3000,8000,7950
2024-06-09,2024,Junio,Domingo,La Floresta,1500,2500,1000,2000,7000,7014
2024-06-09,2024,Junio,Domingo,Los Cedros,1500,2500,1000,3000,8000,8092
2024-06-09,2024,Junio,Domingo,Palermo,1500,2500,1000,1000,6000,6104
2024-06-09,2024,Junio,Domingo,Santa Ana,1500,2500,1000,5000,10000,10075
2024-06-10,2024,Junio,Lunes,Córdoba,1500,2500,2000,3000,9000,8887
2024-06-10,2024,Junio,Lunes,La Floresta,1500,2500,2000,2000,8000,7929
2024-06-10,2024,Junio,Lunes,Los Cedros,1500,2500,2000,3000,9000,9043
2024-06-10,2024,Junio,Lunes,Palermo,1500,2500,2000,1000,7000,7047
2024-06-10,2024,Junio,Lunes,Santa Ana,1500,2500,2000,5000,11000,10927
2024-06-11,2024,Junio,Martes,Córdoba,1500,2500,3000,3000,10000,9988
2024-06-11,2024,Junio,Martes,La Floresta,1500,2500,3000,2000,9000,8801
2024-06-11,2024,Junio,Martes,Los Cedros,1500,2500,3000,3000,10000,9962
2024-06-11,2024,Junio,Martes,Palermo,1500,2500,3000,1000,8000,7960
2024-06-11,2024,Junio,Martes,Santa Ana,1500,2500,3000,5000,12000,11701
2024-06-12,2024,Junio,Miércoles,Córdoba,1500,2500,3500,3000,10500,10559
2024-06-12,2024,Junio,Miércoles,La Floresta,1500,2500,3500,2000,9500,9513
2024-06-12,2024,Junio,Miércoles,Los Cedros,1500,2500,3500,3000,10500,10550
2024-06-12,2024,Junio,Miércoles,Palermo,1500,2500,3500,1000,8500,8499
2024-06-12,2024,Junio,Miércoles,Santa Ana,1500,2500,3500,5000,12500,12478
2024-06-13,2024,Junio,Jueves,Córdoba,1500,2500,3000,3000,10000,9887
2024-06-13,2024,Junio,Jueves,La Floresta,1500,2500,3000,2000,9000,9033
2024-06-13,2024,Junio,Jueves,Los Cedros,1500,2500,3000,3000,10000,9967
2024-06-13,2024,Junio,Jueves,Palermo,1500,2500,3000,1000,8000,8070
2024-06-13,2024,Junio,Jueves,Santa Ana,1500,2500,3000,5000,12000,12092
2024-06-14,2024,Junio,Viernes,Córdoba,1500,2500,2000,3000,9000,9215
2024-06-14,2024,Junio,Viernes,La Floresta,1500,2500,2000,2000,8000,8095
2024-06-14,2024,Junio,Viernes,Los Cedros,1500,2500,2000,3000,9000,9046
2024-06-14,2024,Junio,Viernes,Palermo,1500,2500,2000,1000,7000,6791
2024-06-14,2024,Junio,Viernes,Santa Ana,1500,2500,2000,5000,11000,11000
2024-06-15,2024,Junio,Sábado,Córdoba,1500,2500,1000,3000,8000,7989
2024-06-15,2024,Junio,Sábado,La Floresta,1500,2500,1000,2000,7000,7017
2024-06-15,2024,Junio,Sábado,Los Cedros,1500,2500,1000,3000,8000,8020
2024-06-15,2024,Junio,Sábado,Palermo,1500,2500,1000,1000,6000,6096
2024-06-15,2024,Junio,Sábado,Santa Ana,1500,2500,1000,5000,10000,9855
2024-06-16,2024,Junio,Domingo,Córdoba,1500,2500,1000,3000,8000,8071
2024-06-16,2024,Junio,Domingo,La Floresta,1500,2500,1000,2000,7000,6831
2024-06-16,2024,Junio,Domingo,Los Cedros,1500,2500,1000,3000,8000,8040
2024-06-16,2024,Junio,Domingo,Palermo,1500,2500,1000,1000,6000,6068
2024-06-16,2024,Junio,Domingo,Santa Ana,1500,2500,1000,5000,10000,10020
2024-06-17,2024,Junio,Lunes,Córdoba,1500,2500,2000,3000,9000,8889
2024-06-17,2024,Junio,Lunes,La Floresta,1500,2500,2000,2000,8000,7897
2024-06-17,2024,Junio,Lunes,Los Cedros,1500,2500,2000,3000,9000,8879
2024-06-17,2024,Junio,Lunes,Palermo,1500,2500,2000,1000,7000,7094
2024-06-17,2024,Junio,Lunes,Santa Ana,1500,2500,2000,5000,11000,10858
2024-06-18,2024,Junio,Martes,Córdoba,1500,2500,3000,3000,10000,9913
2024-06-18,2024,Junio,Martes,La Floresta,1500,2500,3000,2000,9000,8964
2024-06-18,2024,Junio,Martes,Los Cedros,1500,2500,3000,3000,10000,9867
2024-06-18,2024,Junio,Martes,Palermo,1500,2500,3000,1000,8000,8146
2024-06-18,2024,Junio,Martes,Santa Ana,1500,2500,3000,5000,12000,12194
2024-06-19,2024,Junio,Miércoles,Córdoba,1500,2500,3500,3000,10500,10480
2024-06-19,2024,Junio,Miércoles,La Floresta,1500,2500,3500,2000,9500,9508
2024-06-19,2024,Junio,Miércoles,Los Cedros,1500,2500,3500,3000,10500,10469
2024-06-19,2024,Junio,Miércoles,Palermo,1500,2500,3500,1000,8500,8435
2024-06-19,2024,Junio,Miércoles,Santa Ana,1500,2500,3500,5000,12500,12485
2024-06-20,2024,Junio,Jueves,Córdoba,1500,2500,3000,3000,10000,10039
2024-06-20,2024,Junio,Jueves,La Floresta,1500,2500,3000,2000,9000,8684
2024-06-20,2024,Junio,Jueves,Los Cedros,1500,2500,3000,3000,10000,9873
2024-06-20,2024,Junio,Jueves,Palermo,1500,2500,3000,1000,8000,8088
2024-06-20,2024,Junio,Jueves,Santa Ana,1500,2500,3000,5000,12000,12129
2024-06-21,2024,Junio,Viernes,Córdoba,1500,2500,2000,3000,9000,9162
2024-06-21,2024,Junio,Viernes,La Floresta,1500,2500,2000,2000,8000,7956
2024-06-21,2024,Junio,Viernes,Los Cedros,1500,2500,2000,3000,9000,8996
2024-06-21,2024,Junio,Viernes,Palermo,1500,2500,2000,1000,7000,6947
2024-06-21,2024,Junio,Viernes,Santa Ana,1500,2500,2000,5000,11000,10879
2024-06-22,2024,Junio,Sábado,Córdoba,1500,2500,1000,3000,8000,8018
2024-06-22,2024,Junio,Sábado,La Floresta,1500,2500,1000,2000,7000,7030
2024-06-22,2024,Junio,Sábado,Los Cedros,1500,2500,1000,3000,8000,7832
2024-06-22,2024,Junio,Sábado,Palermo,1500,2500,1000,1000,6000,5924
2024-06-22,2024,Junio,Sábado,Santa Ana,1500,2500,1000,5000,10000,10099
2024-06-23,2024,Junio,Domingo,Córdoba,1500,2500,1000,3000,8000,8030
2024-06-23,2024,Junio,Domingo,La Floresta,1500,2500,1000,2000,7000,6998
2024-06-23,2024,Junio,Domingo,Los Cedros,1500,2500,1000,3000,8000,7961
2024-06-23,2024,Junio,Domingo,Palermo,1500,2500,1000,1000,6000,5851
2024-06-23,2024,Junio,Domingo,Santa Ana,1500,2500,1000,5000,10000,9845
2024-06-24,2024,Junio,Lunes,Córdoba,1500,2500,2000,3000,9000,8981
2024-06-24,2024,Junio,Lunes,La Floresta,1500,2500,2000,2000,8000,8036
2024-06-24,2024,Junio,Lunes,Los Cedros,1500,2500,2000,3000,9000,9014
2024-06-24,2024,Junio,Lunes,Palermo,1500,2500,2000,1000,7000,7096
2024-06-24,2024,Junio,Lunes,Santa Ana,1500,2500,2000,5000,11000,10797
2024-06-25,2024,Junio,Martes,Córdoba,1500,2500,3000,3000,10000,10125
2024-06-25,2024,Junio,Martes,La Floresta,1500,2500,3000,2000,9000,8842
2024-06-25,2024,Junio,Martes,Los Cedros,1500,2500,3000,3000,10000,9975
2024-06-25,2024,Junio,Martes,Palermo,1500,2500,3000,1000,8000,7971
2024-06-25,2024,Junio,Martes,Santa Ana,1500,2500,3000,5000,12000,11958
2024-06-26,2024,Junio,Miércoles,Córdoba,1500,2500,3500,3000,10500,10510
2024-06-26,2024,Junio,Miércoles,La Floresta,1500,2500,3500,2000,9500,9553
2024-06-26,2024,Junio,Miércoles,Los Cedros,1500,2500,3500,3000,10500,10303
2024-06-26,2024,Junio,Miércoles,Palermo,1500,2500,3500,1000,8500,8428
2024-06-26,2024,Junio,Miércoles,Santa Ana,1500,2500,3500,5000,12500,12263
2024-06-27,2024,Junio,Jueves,Córdoba,1500,2500,3000,3000,10000,9898
2024-06-27,2024,Junio,Jueves,La Floresta,1500,2500,3000,2000,9000,9064
2024-06-27,2024,Junio,Jueves,Los Cedros,1500,2500,3000,3000,10000,9950
2024-06-27,2024,Junio,Jueves,Palermo,1500,2500,3000,1000,8000,8222
2024-06-27,2024,Junio,Jueves,Santa Ana,1500,2500,3000,5000,12000,11931
2024-06-28,2024,Junio,Viernes,Córdoba,1500,2500,2000,3000,9000,9162
2024-06-28,2024,Junio,Viernes,La Floresta,1500,2500,2000,2000,8000,7861
2024-06-28,2024,Junio,Viernes,Los Cedros,1500,2500,2000,3000,9000,9030
2024-06-28,2024,Junio,Viernes,Palermo,1500,2500,2000,1000,7000,7071
2024-06-28,2024,Junio,Viernes,Santa Ana,1500,2500,2000,5000,11000,10896
2024-06-29,2024,Junio,Sábado,Córdoba,1500,2500,1000,3000,8000,8050
2024-06-29,2024,Junio,Sábado,La Floresta,1500,2500,1000,2000,7000,6966
2024-06-29,2024,Junio,Sábado,Los Cedros,1500,2500,1000,3000,8000,7980
2024-06-29,2024,Junio,Sábado,Palermo,1500,2500,1000,1000,6000,5989
2024-06-29,2024,Junio,Sábado,Santa Ana,1500,2500,1000,5000,10000,10097
2024-06-30,2024,Junio,Domingo,Córdoba,1500,2500,1000,3000,8000,7972
2024-06-30,2024,Junio,Domingo,La Floresta,1500,2500,1000,2000,7000,7121
2024-06-30,2024,Junio,Domingo,Los Cedros,1500,2500,1000,3000,8000,8026
2024-06-30,2024,Junio,Domingo,Palermo,1500,2500,1000,1000,6000,5965
2024-06-30,2024,Junio,Domingo,Santa Ana,1500,2500,1000,5000,10000,9954
2024-07-01,2024,Julio,Lunes,Córdoba,1500,3000,2000,3000,9500,9407
2024-07-01,2024,Julio,Lunes,La Floresta,1500,3000,2000,2000,8500,8556
2024-07-01,2024,Julio,Lunes,Los Cedros,1500,3000,2000,3000,9500,9464
2024-07-01,2024,Julio,Lunes,Palermo,1500,3000,2000,1000,7500,7586
2024-07-01,2024,Julio,Lunes,Santa Ana,1500,3000,2000,5000,11500,11477
2024-07-02,2024,Julio,Martes,Córdoba,1500,3000,3000,3000,10500,10249
2024-07-02,2024,Julio,Martes,La Floresta,1500,3000,3000,2000,9500,9534
2024-07-02,2024,Julio,Martes,Los Cedros,1500,3000,3000,3000,10500,10615
2024-07-02,2024,Julio,Martes,Palermo,1500,3000,3000,1000,8500,8410
2024-07-02,2024,Julio,Martes,Santa Ana,1500,3000,3000,5000,12500,12573
2024-07-03,2024,Julio,Miércoles,Córdoba,1500,3000,3500,3000,11000,10875
2024-07-03,2024,Julio,Miércoles,La Floresta,1500,3000,3500,2000,10000,9989
2024-07-03,2024,Julio,Miércoles,Los Cedros,1500,3000,3500,3000,11000,11002
2024-07-03,2024,Julio,Miércoles,Palermo,1500,3000,3500,1000,9000,9016
2024-07-03,2024,Julio,Miércoles,Santa Ana,1500,3000,3500,5000,13000,13103
2024-07-04,2024,Julio,Jueves,Córdoba,1500,3000,3000,3000,10500,10401
2024-07-04,2024,Julio,Jueves,La Floresta,1500,3000,3000,2000,9500,9467
2024-07-04,2024,Julio,Jueves,Los Cedros,1500,3000,3000,3000,10500,10421
2024-07-04,2024,Julio,Jueves,Palermo,1500,3000,3000,1000,8500,8509
2024-07-04,2024,Julio,Jueves,Santa Ana,1500,3000,3000,5000,12500,12467
2024-07-05,2024,Julio,Viernes,Córdoba,1500,3000,2000,3000,9500,9487
2024-07-05,2024,Julio,Viernes,La Floresta,1500,3000,2000,2000,8500,8517
2024-07-05,2024,Julio,Viernes,Los Cedros,1500,3000,2000,3000,9500,9503
2024-07-05,2024,Julio,Viernes,Palermo,1500,3000,2000,1000,7500,7496
2024-07-05,2024,Julio,Viernes,Santa Ana,1500,3000,2000,5000,11500,11483
2024-07-06,2024,Julio,Sábado,Córdoba,1500,3000,1000,3000,8500,8603
2024-07-06,2024,Julio,Sábado,La Floresta,1500,3000,1000,2000,7500,7589
2024-07-06,2024,Julio,Sábado,Los Cedros,1500,3000,1000,3000,8500,8460
2024-07-06,2024,Julio,Sábado,Palermo,1500,3000,1000,1000,6500,6482
2024-07-06,2024,Julio,Sábado,Santa Ana,1500,3000,1000,5000,10500,10663
2024-07-07,2024,Julio,Domingo,Córdoba,1500,3000,1000,3000,8500,8482
2024-07-07,2024,Julio,Domingo,La Floresta,1500,3000,1000,2000,7500,7405
2024-07-07,2024,Julio,Domingo,Los Cedros,1500,3000,1000,3000,8500,8531
2024-07-07,2024,Julio,Domingo,Palermo,1500,3000,1000,1000,6500,6588
2024-07-07,2024,Julio,Domingo,Santa Ana,1500,3000,1000,5000,10500,10541
2024-07-08,2024,Julio,Lunes,Córdoba,1500,3000,2000,3000,9500,9290
2024-07-08,2024,Julio,Lunes,La Floresta,1500,3000,2000,2000,8500,8540
2024-07-08,2024,Julio,Lunes,Los Cedros,1500,3000,2000,3000,9500,9495
2024-07-08,2024,Julio,Lunes,Palermo,1500,3000,2000,1000,7500,7621
2024-07-08,2024,Julio,Lunes,Santa Ana,1500,3000,2000,5000,11500,11676
2024-07-09,2024,Julio,Martes,Córdoba,1500,3000,3000,3000,10500,10527
2024-07-09,2024,Julio,Martes,La Floresta,1500,3000,3000,2000,9500,9325
2024-07-09,2024,Julio,Martes,Los Cedros,1500,3000,3000,3000,10500,10221
2024-07-09,2024,Julio,Martes,Palermo,1500,3000,3000,1000,8500,8490
2024-07-09,2024,Julio,Martes,Santa Ana,1500,3000,3000,5000,12500,12485
2024-07-10,2024,Julio,Miércoles,Córdoba,1500,3000,3500,3000,11000,11118
2024-07-10,2024,Julio,Miércoles,La Floresta,1500,3000,3500,2000,10000,10076
2024-07-10,2024,Julio,Miércoles,Los Cedros,1500,3000,3500,3000,11000,11087
2024-07-10,2024,Julio,Miércoles,Palermo,1500,3000,3500,1000,9000,8970
2024-07-10,2024,Julio,Miércoles,Santa Ana,1500,3000,3500,5000,13000,12896
2024-07-11,2024,Julio,Jueves,Córdoba,1500,3000,3000,3000,10500,10368
2024-07-11,2024,Julio,Jueves,La Floresta,1500,3000,3000,2000,9500,9453
2024-07-11,2024,Julio,Jueves,Los Cedros,1500,3000,3000,3000,10500,10567
2024-07-11,2024,Julio,Jueves,Palermo,1500,3000,3000,1000,8500,8646
2024-07-11,2024,Julio,Jueves,Santa Ana,1500,3000,3000,5000,12500,12501
2024-07-12,2024,Julio,Viernes,Córdoba,1500,3000,2000,3000,9500,9555
2024-07-12,2024,Julio,Viernes,La Floresta,1500,3000,2000,2000,8500,8414
2024-07-12,2024,Julio,Viernes,Los Cedros,1500,3000,2000,3000,9500,9506
2024-07-12,2024,Julio,Viernes,Palermo,1500,3000,2000,1000,7500,7558
2024-07-12,2024,Julio,Viernes,Santa Ana,1500,3000,2000,5000,11500,11604
2024-07-13,2024,Julio,Sábado,Córdoba,1500,3000,1000,3000,8500,8508
2024-07-13,2024,Julio,Sábado,La Floresta,1500,3000,1000,2000,7500,7401
2024-07-13,2024,Julio,Sábado,Los Cedros,1500,3000,1000,3000,8500,8714
2024-07-13,2024,Julio,Sábado,Palermo,1500,3000,1000,1000,6500,6546
2024-07-13,2024,Julio,Sábado,Santa Ana,1500,3000,1000,5000,10500,10455
2024-07-14,2024,Julio,Domingo,Córdoba,1500,3000,1000,3000,8500,8607
2024-07-14,2024,Julio,Domingo,La Floresta,1500,3000,1000,2000,7500,7428
2024-07-14,2024,Julio,Domingo,Los Cedros,1500,3000,1000,3000,8500,8617
2024-07-14,2024,Julio,Domingo,Palermo,1500,3000,1000,1000,6500,6522
2024-07-14,2024,Julio,Domingo,Santa Ana,1500,3000,1000,5000,10500,10497
2024-07-15,2024,Julio,Lunes,Córdoba,1500,3000,2000,3000,9500,9480
2024-07-15,2024,Julio,Lunes,La Floresta,1500,3000,2000,2000,8500,8483
2024-07-15,2024,Julio,Lunes,Los Cedros,1500,3000,2000,3000,9500,9502
2024-07-15,2024,Julio,Lunes,Palermo,1500,3000,2000,1000,7500,7565
2024-07-15,2024,Julio,Lunes,Santa Ana,1500,3000,2000,5000,11500,11470
2024-07-16,2024,Julio,Martes,Córdoba,1500,3000,3000,3000,10500,10498
2024-07-16,2024,Julio,Martes,La Floresta,1500,3000,3000,2000,9500,9628
2024-07-16,2024,Julio,Martes,Los Cedros,1500,3000,3000,3000,10500,10640
2024-07-16,2024,Julio,Martes,Palermo,1500,3000,3000,1000,8500,8441
2024-07-16,2024,Julio,Martes,Santa Ana,1500,3000,3000,5000,12500,12369
2024-07-17,2024,Julio,Miércoles,Córdoba,1500,3000,3500,3000,11000,11002
2024-07-17,2024,Julio,Miércoles,La Floresta,1500,3000,3500,2000,10000,10081
2024-07-17,2024,Julio,Miércoles,Los Cedros,1500,3000,3500,3000,11000,10929
2024-07-17,2024,Julio,Miércoles,Palermo,1500,3000,3500,1000,9000,8952
2024-07-17,2024,Julio,Miércoles,Santa Ana,1500,3000,3500,5000,13000,13096
2024-07-18,2024,Julio,Jueves,Córdoba,1500,3000,3000,3000,10500,10515
2024-07-18,2024,Julio,Jueves,La Floresta,1500,3000,3000,2000,9500,9505
2024-07-18,2024,Julio,Jueves,Los Cedros,1500,3000,3000,3000,10500,10632
2024-07-18,2024,Julio,Jueves,Palermo,1500,3000,3000,1000,8500,8482
2024-07-18,2024,Julio,Jueves,Santa Ana,1500,3000,3000,5000,12500,12451
2024-07-19,2024,Julio,Viernes,Córdoba,1500,3000,2000,3000,9500,9559
2024-07-19,2024,Julio,Viernes,La Floresta,1500,3000,2000,2000,8500,8441
2024-07-19,2024,Julio,Viernes,Los Cedros,1500,3000,2000,3000,9500,9441
2024-07-19,2024,Julio,Viernes,Palermo,1500,3000,2000,1000,7500,7446
2024-07-19,2024,Julio,Viernes,Santa Ana,1500,3000,2000,5000,11500,11647
2024-07-20,2024,Julio,Sábado,Córdoba,1500,3000,1000,3000,8500,8451
2024-07-20,2024,Julio,Sábado,La Floresta,1500,3000,1000,2000,7500,7408
2024-07-20,2024,Julio,Sábado,Los Cedros,1500,3000,1000,3000,8500,8438
2024-07-20,2024,Julio,Sábado,Palermo,1500,3000,1000,1000,6500,6399
2024-07-20,2024,Julio,Sábado,Santa Ana,1500,3000,1000,5000,10500,10547
2024-07-21,2024,Julio,Domingo,Córdoba,1500,3000,1000,3000,8500,8410
2024-07-21,2024,Julio,Domingo,La Floresta,1500,3000,1000,2000,7500,7580
2024-07-21,2024,Julio,Domingo,Los Cedros,1500,3000,1000,3000,8500,8515
2024-07-21,2024,Julio,Domingo,Palermo,1500,3000,1000,1000,6500,6409
2024-07-21,2024,Julio,Domingo,Santa Ana,1500,3000,1000,5000,10500,10529
2024-07-22,2024,Julio,Lunes,Córdoba,1500,3000,2000,3000,9500,9486
2024-07-22,2024,Julio,Lunes,La Floresta,1500,3000,2000,2000,8500,8540
2024-07-22,2024,Julio,Lunes,Los Cedros,1500,3000,2000,3000,9500,9482
2024-07-22,2024,Julio,Lunes,Palermo,1500,3000,2000,1000,7500,7508
2024-07-22,2024,Julio,Lunes,Santa Ana,1500,3000,2000,5000,11500,11790
2024-07-23,2024,Julio,Martes,Córdoba,1500,3000,3000,3000,10500,10356
2024-07-23,2024,Julio,Martes,La Floresta,1500,3000,3000,2000,9500,9455
2024-07-23,2024,Julio,Martes,Los Cedros,1500,3000,3000,3000,10500,10551
2024-07-23,2024,Julio,Martes,Palermo,1500,3000,3000,1000,8500,8341
2024-07-23,2024,Julio,Martes,Santa Ana,1500,3000,3000,5000,12500,12651
2024-07-24,2024,Julio,Miércoles,Córdoba,1500,3000,3500,3000,11000,11002
2024-07-24,2024,Julio,Miércoles,La Floresta,1500,3000,3500,2000,10000,9975
2024-07-24,2024,Julio,Miércoles,Los Cedros,1500,3000,3500,3000,11000,10849
2024-07-24,2024,Julio,Miércoles,Palermo,1500,3000,3500,1000,9000,9027
2024-07-24,2024,Julio,Miércoles,Santa Ana,1500,3000,3500,5000,13000,12989
2024-07-25,2024,Julio,Jueves,Córdoba,1500,3000,3000,3000,10500,10557
2024-07-25,2024,Julio,Jueves,La Floresta,1500,3000,3000,2000,9500,9499
2024-07-25,2024,Julio,Jueves,Los Cedros,1500,3000,3000,3000,10500,10615
2024-07-25,2024,Julio,Jueves,Palermo,1500,3000,3000,1000,8500,8422
2024-07-25,2024,Julio,Jueves,Santa Ana,1500,3000,3000,5000,12500,12634
2024-07-26,2024,Julio,Viernes,Córdoba,1500,3000,2000,3000,9500,9492
2024-07-26,2024,Julio,Viernes,La Floresta,1500,3000,2000,2000,8500,8444
2024-07-26,2024,Julio,Viernes,Los Cedros,1500,3000,2000,3000,9500,9497
2024-07-26,2024,Julio,Viernes,Palermo,1500,3000,2000,1000,7500,7542
2024-07-26,2024,Julio,Viernes,Santa Ana,1500,3000,2000,5000,11500,11558
2024-07-27,2024,Julio,Sábado,Córdoba,1500,3000,1000,3000,8500,8430
2024-07-27,2024,Julio,Sábado,La Floresta,1500,3000,1000,2000,7500,7426
2024-07-27,2024,Julio,Sábado,Los Cedros,1500,3000,1000,3000,8500,8559
2024-07-27,2024,Julio,Sábado,Palermo,1500,3000,1000,1000,6500,6513
2024-07-27,2024,Julio,Sábado,Santa Ana,1500,3000,1000,5000,10500,10503
2024-07-28,2024,Julio,Domingo,Córdoba,1500,3000,1000,3000,8500,8572
2024-07-28,2024,Julio,Domingo,La Floresta,1500,3000,1000,2000,7500,7379
2024-07-28,2024,Julio,Domingo,Los Cedros,1500,3000,1000,3000,8500,8584
2024-07-28,2024,Julio,Domingo,Palermo,1500,3000,1000,1000,6500,6438
2024-07-28,2024,Julio,Domingo,Santa Ana,1500,3000,1000,5000,10500,10471
